Season,Name,Team,GS,IP,vFA (pi),ERA,FA-AA,FT-AA,FC-AA,FS-AA,FO-AA,SI-AA,SL-AA,CU-AA,KC-AA,EP-AA,CH-AA,SC-AA,KN-AA,SLO-AA,ST-AA,CUO-AA,CV-AA,NameASCII,PlayerId,MLBAMID
2024,"Zac Gallen","ARI",28,148,93.8180123390558,3.6486486486486487,43.32754866803279,,40.27765130377435,,,41.476949055989586,39.24633565080275,,41.02066822766571,,35.83156661769943,,,39.24633565080275,,,,"Zac Gallen",19291,668678
2024,"Colin Rea","MIL",27,148.1,92.98907912234043,4.611236113172763,33.717136909501065,,34.799332646202885,35.195018129485646,,33.82870133196721,34.32083591811414,40.76073251856435,,,,,,,34.32083591811414,40.76073251856435,,"Colin Rea",12317,607067
2024,"Cal Quantrill","COL",29,148.1,94.232314453125,4.975281069475875,,,42.06651871927669,41.98934323286052,,44.82166607815443,,49.36670510165663,,,41.31859832114362,,,,,49.36670510165663,,"Cal Quantrill",19312,615698
2025,"Casey Mize","DET",28,149,94.74893916560913,3.865771812080537,48.01533727372035,,,43.39876359292619,,46.15947333916084,42.85213599376731,41.684230259486604,,,,,,42.86155056423611,39.46239471435547,,41.684230259486604,"Casey Mize",20492,663554
2025,"Zack Wheeler","PHI",24,149.2,95.9765063526694,2.7060135469509574,23.188069412589194,,22.91870591246966,24.339977336379718,,22.512853673986488,21.92698815986935,25.27895674746261,,,,,,,21.92698815986935,25.27895674746261,,"Zack Wheeler",10310,554430
2025,"Drew Rasmussen","TBR",31,150,95.79196947674419,2.76,59.47231326219512,,53.8833912037037,,,50.035326731499055,47.96907697405134,58.2224853515625,,,52.07859584263393,,,,47.96907697405134,58.2224853515625,,"Drew Rasmussen",25385,656876
2024,"Frankie Montas","- - -",30,150.2,95.75308814010357,4.838495779395981,42.13877031428981,,43.683990726626014,41.06563591809006,,43.61257983010913,43.491697481094306,,,,,,,43.491697481094306,,,,"Frankie Montas",14309,593423
2024,"Ranger Suarez","PHI",27,150.2,92.02605879934211,3.4646020038302265,39.23429415168845,,42.69158442982456,,,39.98654953188259,45.443214416503906,42.541561529503106,,,37.13470458984375,,,45.443214416503906,,42.541561529503106,,"Ranger Suarez",17277,624133
2024,"Ben Lively","CLE",29,151,89.99538799894958,3.814569536423841,39.37850322420635,,,,,37.230222157460545,34.98373389790076,40.21118742594787,,,37.26735414277523,,,34.84098724626068,35.0247667767199,40.21118742594787,,"Ben Lively",14932,594902
2024,"Marcus Stroman","NYY",29,151.2,90.5891822076613,4.331868422413479,32.79623718261719,,32.01986228813559,29.179998224431817,,31.698028029057017,34.44953347156398,29.437622648844787,,,,,,34.44953347156398,,33.915409088134766,28.63712519640363,"Marcus Stroman",13431,573186
2025,"Justin Verlander","SFG",29,152,93.9484506302521,3.848684210526316,57.541061813766895,,,,,56.53166580200195,53.688968478598014,53.27308009826031,,,50.933246234515764,,,54.367404159869494,51.534154387953365,53.27308009826031,,"Justin Verlander",8700,434378
2025,"Patrick Corbin","TEX",30,154.1,91.48894904641544,4.315334915435821,39.41719611672794,,33.40745777355919,,,37.200711686643835,36.985099473110466,44.73229166666667,,,40.36780098157051,,,36.985099473110466,,44.73229166666667,,"Patrick Corbin",9323,571578
2025,"Eduardo Rodriguez","ARI",29,154.1,91.95791144120066,5.0151189557767655,39.72736634814049,,38.56918717367936,,,42.371089311079544,42.582050175629846,45.73056744514628,,,40.39531766895085,,,42.582050175629846,,45.73056744514628,,"Eduardo Rodriguez",13164,593958
2024,"Zack Littell","TBR",29,156.1,92.53914048321234,3.626865789640896,41.68379297586521,,,42.054538302951386,,38.97771686056386,41.33006631174395,,,,,,,41.42015191974596,40.710914248511905,,,"Zack Littell",15823,641793
2025,"Miles Mikolas","STL",31,156.1,92.92760263929618,4.835821052854527,41.84743645388177,,,,,38.646888882506126,43.857922907066055,48.58852652616279,48.38494364420573,,39.74547913024475,,,43.690379175646555,45.226590008802816,48.58852652616279,,"Miles Mikolas",9803,571945
2025,"Tomoyuki Sugano","BAL",30,157,92.71257716049382,4.643312101910828,39.85944290005112,,40.44524251832247,42.1448492005814,,39.135368795955884,40.26133886910609,44.270680377761046,,,,,,,40.26133886910609,44.270680377761046,,"Tomoyuki Sugano",35321,608372
2025,"Ranger Suarez","PHI",26,157.1,91.18984485346046,3.2033899340674816,34.68813448975989,,37.30657582938389,,,35.90413388039568,35.79703057981005,40.8587438374682,,,36.84970618938578,,,35.79703057981005,,40.8587438374682,,"Ranger Suarez",17277,624133
2024,"Andrew Heaney","TEX",31,157.2,91.814600503663,4.338266664679475,28.751600396455224,,28.741165161132812,,,21.25069066097862,29.603557347296395,37.93380089962121,,,30.32454497695228,,,29.603557347296395,,37.93380089962121,,"Andrew Heaney",15423,571760
2025,"Jeffrey Springs","ATH",30,158.1,90.77780975877192,4.092631710418114,42.42540223448427,,44.15871530812937,,,,42.31409254807692,,,,45.21694918291284,,,43.700765709764916,37.580575448495374,,,"Jeffrey Springs",17677,605488
2024,"Aaron Civale","- - -",31,161,92.11024305555556,4.360248653826442,46.24528055979793,,47.16050237341772,40.124222366898145,,41.58819909235362,43.564577697892936,51.09372685870853,,,,,,50.82577996504934,42.876483108634666,51.09372685870853,,"Aaron Civale",19479,650644
2025,"Clay Holmes","NYM",31,161,93.50304578234265,3.6335403726708075,43.72443000637755,,45.832373903508774,,,41.97684946051423,41.979376160272274,,,,40.188706205463184,,,45.10484970868644,40.18207846003899,,,"Clay Holmes",13649,605280
2025,"Jack Flaherty","DET",31,161,93.09007629992465,4.6397515527950315,28.2721658345893,,,,,27.720000542534724,27.18793500093423,,24.859530053098887,,23.063917371961807,,,27.18793500093423,,,,"Jack Flaherty",17479,656427
2024,"Jack Flaherty","- - -",28,162,93.40228853798587,3.166666741233796,30.902994791666668,,,,,29.626840365135063,27.842895835078753,,25.088148716517857,,23.66730695452009,,,27.842895835078753,,,,"Jack Flaherty",17479,656427
2025,"Luis Severino","ATH",29,162.2,96.16120576671035,4.536885529620407,41.902449813741725,,40.5278105345912,,,40.771893568441904,36.36967984653308,,,,36.02374057112069,,,37.517178005642364,36.18689216906342,,,"Luis Severino",15890,622663
2025,"Kyle Freeland","COL",31,162.2,91.56163507821901,4.979508508119959,31.370736069277108,,25.394551385309278,,,29.914583333333333,24.360125847582548,,27.228401089891975,,29.6441193664966,,,,24.360125847582548,,,"Kyle Freeland",16256,607536
2025,"Dean Kremer","BAL",29,163.1,93.2581265990497,4.18775523244913,42.31459162445731,,46.91184404481132,46.93130193280347,,34.08076838604418,48.89600118001302,47.29992414468654,,,,,,48.89600118001302,,47.29992414468654,,"Dean Kremer",19350,665152
2025,"José Berríos","TOR",30,164,92.99416208791209,4.060975609756097,40.293791118421055,,38.6989103618421,,,39.93267352764423,,36.79802547089041,,,37.29053986378205,,,,,,36.79802547089041,"Jose Berrios",14168,621244
2025,"Kyle Hendricks","LAA",31,164.2,86.60104370117188,4.755061022495843,39.625313895089285,,,,,42.467166815173115,,44.07527362175708,,,43.67827064336373,,,,,44.07527362175708,,"Kyle Hendricks",12049,543294
2024,"Austin Gomber","COL",30,165,90.53192259933775,4.745454545454545,50.85883226016068,,,,,45.5984001159668,51.43086295051487,,53.31829271544368,,50.798759148466544,,,51.43086295051487,,,,"Austin Gomber",16561,596295
2024,"Charlie Morton","ATL",30,165.1,94.2796291076031,4.1915323870115095,21.501257657413152,,20.566049514840184,,,19.77411861696105,,20.92427719516061,,,19.699606830211728,,,,,20.92427719516061,,"Charlie Morton",4676,450203
2024,"Jameson Taillon","CHC",28,165.1,92.54225017289073,3.266129132736241,43.901456207482994,,44.639180566720256,,,44.54443539552583,45.2695211038961,47.70073725103022,,,44.3193359375,,,,45.2695211038961,47.70073725103022,,"Jameson Taillon",11674,592791
2024,"Zach Eflin","- - -",28,165.1,92.63402827099117,3.592741963115369,26.987899020786198,,26.2052887007055,,,26.777309733309142,27.22221947521097,29.199354088824727,,,27.74392106229027,,,25.277899932861327,27.264123324690193,29.199354088824727,,"Zach Eflin",13774,621107
2024,"Ronel Blanco","HOU",29,165.1,93.57909873188406,2.830645248371409,46.08347297705314,,,,,,42.43000705891331,49.09771704766537,,,43.592466424540135,,,42.43000705891331,,49.09771704766537,,"Ronel Blanco",19407,669854
2024,"Griffin Canning","LAA",31,165.2,93.6812529677113,5.378269947951254,47.704755079610266,,,,,47.36083548409598,45.607762943097015,46.77638351797659,,,40.2782810405496,,,45.607762943097015,,46.77638351797659,,"Griffin Canning",19867,656288
2025,"Joe Ryan","MIN",30,166,93.66230668923865,3.36144578313253,25.51073938128592,,,25.26778089960548,,23.403233949829932,24.800616643030793,31.695053998161764,,,,,,24.69853777538314,24.87545536341292,31.695053998161764,,"Joe Ryan",21390,657746
2024,"Sonny Gray","STL",28,166.1,92.57662771507665,3.8416834842072904,47.820516361531986,,49.10691812782805,,,48.588049703054295,48.89298046875,52.00181725543478,54.381317138671875,,45.992285770440255,,,,48.89298046875,52.00181725543478,,"Sonny Gray",12768,543243
2024,"Michael Wacha","KCR",29,166.2,93.75292179927303,3.3480002043457158,52.07963566949838,,48.9791919605152,,,49.01683032903023,49.85428466796875,52.049648068985846,,,53.52530914779499,,,49.85428466796875,,52.049648068985846,,"Michael Wacha",14078,608379
2025,"Dylan Cease","SDP",32,168,97.06857706547154,4.553571428571429,53.376790884584665,,,,,54.7799714740954,48.344282013323465,,53.171065073164684,,60.376270967371326,,,48.462277233935744,46.95838553950472,,,"Dylan Cease",18525,656302
2025,"David Peterson","NYM",30,168.2,92.38368344425957,4.215415274000524,38.650767824263504,,,,,41.29002666957487,36.99224049176357,44.770280827702706,,,41.34272154287439,,,36.99224049176357,,44.770280827702706,,"David Peterson",20302,656849
2025,"Chris Bassitt","TOR",31,169.1,91.41218345905172,3.9862205921749982,30.780505510337452,,31.376187877494747,27.52456168241279,,31.337747551107327,29.111979166666668,38.49454574918122,,,29.572824578536185,,,35.87900152439025,25.665421195652176,38.49454574918122,,"Chris Bassitt",12304,605135
2024,"Kyle Gibson","STL",30,169.2,91.61108265027322,4.243615185667697,47.89391222677595,,44.742559364279586,,,46.530848672945204,41.827321174474605,46.99381782819037,,,43.21598721590909,,,,41.827321174474605,46.99381782819037,,"Kyle Gibson",10123,502043
2025,"Brady Singer","CIN",32,169.2,91.46038263494319,4.031434426384313,27.694801279362416,,26.862439141757246,,,23.611935314119172,25.55038293828265,,,,,,,26.101414708236323,23.722835349300194,,,"Brady Singer",25377,663903
2024,"Nestor Cortes","NYY",30,170,92.04946078431372,3.864705882352941,52.86419850708502,,44.74447976077313,,,24.136767578125,39.80559978768577,,,,43.19137308372642,,,50.3979443359375,39.211857132847534,,,"Nestor Cortes",17874,641482
2024,"Jose Quintana","NYM",31,170.1,90.80221940313506,3.751467822393065,45.104201525590554,,,,,43.0716769494743,,44.41801359215561,,,41.761962890625,,,,,45.15567611099838,41.7132568359375,"Jose Quintana",11423,500779
2024,"Michael King","SDP",30,170.1,93.79371687682749,2.8532290480172606,36.331240291483915,,,,,28.32229292407878,28.124746927400913,,,,24.530215661075037,,,28.88646683419586,27.88508462236974,,,"Michael King",19853,650633
2024,"Nathan Eovaldi","TEX",29,170.2,95.63152639314929,3.796875226311399,30.103106645812055,,32.849818278833766,32.92406984839109,,,35.294357825969826,37.46786048485376,,,,,,35.294357825969826,,37.46786048485376,,"Nathan Eovaldi",9132,543135
2024,"Chris Bassitt","TOR",31,171,92.66085178732014,4.157894736842105,34.62490454652256,,36.10668819682676,28.517105222687007,,33.699766597510376,33.323650720809454,43.784182098765434,,,32.8912687848328,,,41.973394262881676,28.12586905103211,43.784182098765434,,"Chris Bassitt",12304,605135
2024,"Miles Mikolas","STL",32,171.2,93.39575892857142,5.3475731324174385,41.740363892572944,,,,,40.75976250499201,45.17652068374674,49.35250796178344,52.127916608537944,,40.56032281520563,,,44.95319060114504,46.494378167229726,49.35250796178344,,"Miles Mikolas",9803,571945
2025,"Jacob deGrom","TEX",30,172.2,97.56576657315046,2.971042646079201,29.029451111803823,,,,,,32.703452838886065,37.136806860902254,,,32.38729806673729,,,32.703452838886065,,37.136806860902254,,"Jacob deGrom",10954,594798
2025,"Michael Wacha","KCR",31,172.2,93.28842496542185,3.857143084383524,51.41444705310881,,47.83088319359756,,,48.42877261513158,50.297646949404765,51.58944079945388,,,53.02134301144756,,,50.297646949404765,,51.58944079945388,,"Michael Wacha",14078,608379
2024,"Shota Imanaga","CHC",29,173.1,91.9415578358209,2.907692393015125,40.44391948365527,,38.67205301920573,37.602310662926676,,36.148611563223376,35.38563422581658,49.73800804501488,51.2099609375,,44.574658203125,,,,35.38563422581658,49.73800804501488,,"Shota Imanaga",33829,684007
2024,"Freddy Peralta","MIL",32,173.2,94.43561667171412,3.6794627875015222,39.29228066358959,,,,,,33.6496140813253,40.825642523364486,,,31.93497114039179,,,33.6496140813253,,40.825642523364486,,"Freddy Peralta",18679,642547
2024,"Max Fried","ATL",29,174.1,94.21763107416879,3.2523901522515013,50.71942991269401,,44.92334312080537,,,48.624709489416475,45.35749889097003,52.10121901939655,,,41.03326788378647,,,45.643038054435486,45.08430085358796,52.10121901939655,,"Max Fried",13743,608331
2024,"Patrick Corbin","WSN",32,174.2,91.37990046121988,5.616412540838375,41.35199504138128,,35.36138805843863,,,39.09755629477994,38.46753323462702,43.537137944647604,48.87628936767578,,42.71391249194588,,,38.46753323462702,,43.537137944647604,,"Patrick Corbin",9323,571578
2025,"Sandy Alcantara","MIA",31,174.2,97.74060132575758,5.358778938047624,31.234925717213116,,,,,30.622326005520506,32.128638551946274,33.08816803622841,,,32.33277751865672,,,32.128638551946274,,33.08816803622841,,"Sandy Alcantara",18684,645261
2024,"Carlos Rodón","NYY",32,175,95.44512270190414,3.96,47.52547864957544,,43.57730970470183,,,,40.78849961180124,50.4798607733463,,,43.626396484375,,,40.78849961180124,,50.4798607733463,,"Carlos Rodon",16137,607074
2024,"Luis Castillo","SEA",30,175.1,95.69790248054474,3.6444867977385083,17.18902813946759,,,,,14.68746566772461,14.919159269855243,,,,10.68881165747549,,,14.919159269855243,,,,"Luis Castillo",15689,622491
2024,"Yusei Kikuchi","- - -",32,175.2,95.57594159388647,4.047438476657994,39.01703085198326,,,,,,39.36723725209243,50.962450806121254,,,44.090675636574076,,,39.36723725209243,,50.962450806121254,,"Yusei Kikuchi",20633,579328
2024,"Framber Valdez","HOU",28,176.1,95.94760131835938,2.9092628438408847,27.1538330078125,,,,,41.682026650546675,38.25063214983259,42.74368177275523,,,40.805711384911895,,,38.25063214983259,,42.74368177275523,,"Framber Valdez",17295,664285
2025,"Mitch Keller","PIT",32,176.1,94.1120790314651,4.185255319209694,37.7691641212406,,38.33973185221354,,,36.07053097035794,37.11853490901899,44.49921875,,,39.192331025094695,,,39.51498291015625,35.36930100935219,44.49921875,,"Mitch Keller",17594,656605
2025,"Freddy Peralta","MIL",33,176.2,94.70941853422168,2.6999999222665485,41.41221702755905,,,,,,34.62120449420103,39.92886071702454,,,31.52156786736641,,,34.62120449420103,,39.92886071702454,,"Freddy Peralta",18679,642547
2024,"Erick Fedde","- - -",31,177.1,93.37863498263889,3.298872275069166,40.64246622721354,,38.11104791220557,,,40.35757970328283,33.270526238207545,,,,34.40086448444093,,,,33.270526238207545,,,"Erick Fedde",17425,607200
2024,"Chris Sale","ATL",29,177.2,94.94208480046949,2.380863175718908,12.588072353735901,,,,,9.607061707147277,11.139319761839207,,,,6.632905674441425,,,11.139319761839207,,,,"Chris Sale",10603,519242
2024,"Mitch Keller","PIT",31,178,94.52347448224852,4.247191011235955,33.40640787384527,,36.24956628313037,,,31.683746386562998,35.48325188464236,41.88323662750913,,,35.31486372514205,,,38.21978759765625,33.79540904903628,41.88323662750913,,"Mitch Keller",17594,656605
2025,"Yusei Kikuchi","LAA",33,178.1,94.95633936808117,3.9869160015617013,34.28498641304348,,,,,35.68652004665799,34.14722091282165,44.74779247636555,,,39.3571215950869,,,34.192821002453165,25.627362569173176,44.74779247636555,,"Yusei Kikuchi",20633,579328
2024,"Tanner Houck","BOS",30,178.2,93.7676010131836,3.1231345061763083,,,22.915707397460938,22.68015205034978,,23.1015073269774,20.991878384725908,,,,,,,,20.991878384725908,,,"Tanner Houck",19879,656557
2024,"Bailey Ober","MIN",31,178.2,91.7146841561284,3.9794778385149736,35.082620227383266,,34.53958234315589,,,,36.553239493534484,39.12106224798387,,,34.22853535353536,,,36.553239493534484,,39.12106224798387,,"Bailey Ober",21224,641927
2024,"Tyler Anderson","LAA",31,179.1,89.70206429503916,3.8141265022285347,58.09502274696707,,53.194419126157406,,,25.879555613724225,42.265878777754935,65.03918965657552,,,62.38305799445472,,,42.265878777754935,,65.03918965657552,,"Tyler Anderson",12880,542881
2025,"Matthew Boyd","CHC",31,179.2,93.26330773305085,3.2059368294643527,25.187873481583072,,,,,21.308083713644802,13.711321662454043,32.922688278737944,,,29.20438701923077,,,13.711321662454043,,32.922688278737944,,"Matthew Boyd",15440,571510
2025,"Jake Irvin","WSN",33,180,92.4653637513312,5.7,28.117319495776137,,25.54661270015496,,,25.21632068740325,23.463995780653626,28.228116936639907,,,26.392847964638158,,,23.463995780653626,,28.228116936639907,,"Jake Irvin",21504,663623
2024,"JP Sears","OAK",32,180.2,92.25301067073171,4.383764084468382,28.653085109585742,,,,,20.167402861134107,16.58095571839452,,,,16.77266016336521,,,16.952005440848215,16.429727301673946,,,"JP Sears",23429,676664
2025,"Sonny Gray","STL",32,180.2,91.69117647058823,4.284133082548646,46.77122331373762,,47.56125374727471,,,47.00016516913319,47.99180581536091,50.99916687625755,49.894779205322266,,42.76356952783843,,,46.77180064808238,48.09424946326336,50.99916687625755,,"Sonny Gray",12768,543243
2025,"Luis Castillo","SEA",32,180.2,95.10015387400435,3.5369002694302303,16.425902439574315,,,,,13.8902915031585,13.428141676929393,,,,9.683566463694852,,,13.428141676929393,,,,"Luis Castillo",15689,622491
2024,"Kevin Gausman","TOR",31,181,94.01073561574697,3.8287292817679557,37.39281177709848,,,34.086088210375394,,37.24930200821314,35.101969401041664,,,,,,,35.101969401041664,,,,"Kevin Gausman",14107,592332
2024,"Sean Manaea","NYM",32,181.2,92.2266050054407,3.4678901024433157,23.508969107208703,,25.33612003504673,,,19.470783350448094,24.91963579810253,,,,22.41599625973796,,,25.930747292258523,24.610147758152173,,,"Sean Manaea",15873,640455
2025,"Nick Pivetta","SDP",31,181.2,93.85475150877835,2.8733946563101758,57.121230706935975,,54.281628273221344,44.49388427734375,,50.88225940265487,53.84694870283019,58.03961966105015,,,,,,50.787189094387756,54.15864978560291,58.03961966105015,,"Nick Pivetta",15454,601713
2024,"Luis Severino","NYM",31,182,96.34099673000988,3.9065934065934065,43.53392911585366,,41.80068485112661,,,41.36741663756983,37.66105726181949,,,,38.26367637528802,,,38.736161335860146,37.223211473034276,,,"Luis Severino",15890,622663
2025,"Robbie Ray","SFG",32,182.1,93.62859071696931,3.652650924561298,46.999426920062696,,,,,,44.744232177734375,,44.15792147489892,,43.519159226190474,,,44.78320594743497,42.49669392903646,,,"Robbie Ray",11486,592662
2024,"Kutter Crawford","BOS",33,183.2,92.76775045955883,4.361161766047359,47.663032595850844,,47.16055378871681,45.21301168646694,,,47.99508725454981,,51.36482827970297,,,,,,47.99508725454981,,,"Kutter Crawford",20531,676710
2025,"Merrill Kelly","- - -",32,184,91.91596089140856,3.5217393494734153,21.837743311752508,,22.32715305978378,,,22.576998098273027,25.813888627260468,29.61713582059763,,,24.59105536278258,,,25.813888627260468,,29.61713582059763,,"Merrill Kelly",11156,518876
2024,"Pablo López","MIN",32,185.1,95.10556640625,4.079136802594762,37.49800504530478,,,,,38.299661993436075,36.12536246644939,46.39945994127517,,,38.23239905050084,,,,36.12536246644939,46.39945994127517,,"Pablo Lopez",17085,641154
2025,"Zack Littell","- - -",32,186.2,92.00320807409503,3.80892870115991,40.60406945230015,,,37.213564735072175,,37.1141052931882,41.19765603724129,,,,,,,41.32624816894531,40.539264322916665,,,"Zack Littell",15823,641793
2024,"Dylan Cease","SDP",33,189.1,96.92338346541787,3.470070515755412,54.94498041246398,,52.33438913445724,,,,51.637920272969374,,54.421859437250994,,67.13478306361607,,,51.70326196128561,50.96533937382519,,,"Dylan Cease",18525,656302
2025,"Framber Valdez","HOU",31,192,95.43178885323661,3.65625,41.09284834428267,,,,,42.02446626867138,38.163635924622255,41.866971166405435,,,40.78057178012334,,,38.163635924622255,,41.866971166405435,,"Framber Valdez",17295,664285
2025,"Zac Gallen","ARI",33,192,93.54151218220339,4.828125,44.69567465056617,,40.50204702524039,,,45.81536310369318,41.676148541205755,,41.56879192849864,,35.612501559381236,,,41.676148541205755,,,,"Zac Gallen",19291,668678
2024,"José Berríos","TOR",32,192.1,94.18377198193916,3.6031196793401095,40.060004543855534,,39.83893003558168,,,40.481386698880975,,38.782797006460335,,,37.71286122311828,,,,,,38.782797006460335,"Jose Berrios",14168,621244
2025,"Kevin Gausman","TOR",32,193,94.46422949938575,3.5906735751295336,38.37544389204545,,,33.897894678979775,,37.15959930419922,37.738515179420155,,,,,,,37.738515179420155,,,,"Kevin Gausman",14107,592332
2024,"Corbin Burnes","BAL",32,194.1,,2.917667314785712,,,42.92651095719051,,,40.69844755901288,43.97635737728311,48.412933018410854,,,39.370901977907856,,,44.3180898030599,41.546237521701386,48.412933018410854,,"Corbin Burnes",19361,669203
2025,"Max Fried","NYY",32,195.1,95.81036261792453,2.8566553644865214,50.77753552971576,,46.763676354644495,,,44.70361416742287,40.80748496882423,50.97788276885475,,,39.91915150751466,,,43.394453745039684,40.35223900139665,50.97788276885475,,"Max Fried",13743,608331
2025,"Carlos Rodón","NYY",33,195.1,94.11599902125279,3.087030797106402,47.094002859933035,,44.12371826171875,,,43.013839376011326,40.4561028203724,50.91414254610656,,,43.41402486753372,,,40.4561028203724,,50.91414254610656,,"Carlos Rodon",16137,607074
2025,"Tarik Skubal","DET",31,195.1,97.70739994026285,2.2116041531508555,52.30578831004756,,,47.73405965169271,,50.028003472222224,49.31567108497191,53.80774080300633,,,46.32195356145252,,,49.31567108497191,,53.80774080300633,,"Tarik Skubal",22267,669373
2024,"Aaron Nola","PHI",33,199.1,92.5970207622298,3.5668897231211,20.159724668827508,,20.814446481717688,,,19.35919975795629,,,21.288896791587227,,16.573600048350976,,,,,,,"Aaron Nola",16149,605400
2024,"Zack Wheeler","PHI",32,200,95.46789937258687,2.565,25.108902968997622,,24.022598967535334,25.52052743094308,,23.9606393385506,22.927888975923484,26.173696849385244,,,,,,,22.927888975923484,26.173696849385244,,"Zack Wheeler",10310,554430
2025,"Cristopher Sánchez","PHI",32,202,,2.495049504950495,,,,,,30.469873193506007,31.13166945491164,,,,27.87686114958449,,,31.13166945491164,,,,"Cristopher Sanchez",20778,650911
2024,"Seth Lugo","KCR",33,206.2,92.34196428571428,3.004838857581298,33.812060154155496,,33.64846047794118,33.96111613948171,,30.156690045493935,31.596470921169832,33.53021951687116,,,31.75051540798611,,,33.26326277449324,27.649509765625,34.62697265625,31.789341517857142,"Seth Lugo",12447,607625
2025,"Logan Webb","SFG",34,207,92.74687801640927,3.217391304347826,24.2178955078125,,24.78917938585907,,,24.030987692831214,20.68922939934135,,,,19.26907379458649,,,,20.68922939934135,,,"Logan Webb",17995,657277